AccX,AccY,AccZ,GyroX,GyroY,GyroZ
0.18,0.99,0.08,6.67,4.59,-0.31
0.19,0.99,0.1,-0.34,2.05,-1.32
0.22,0.99,0.11,-1.08,-1.42,-1.48
-0.2,-0.97,0.21,2.03,-29.51,17.24
-0.17,-0.96,0.16,-1.42,3.77,-5.14
-0.18,-0.96,0.21,-8.34,-15.67,-3.41
-0.23,-0.95,0.2,2.56,-5.55,-2.02
-0.2,-0.96,0.19,0.73,-13.34,7.93
-0.21,-0.95,0.2,1.75,-17.36,2.51
-0.22,-0.95,0.19,-4.23,-4,3.55
-0.16,-1.02,0.24,-2.51,-9.66,12.29
-0.28,-0.94,0.23,11.01,12.64,8.81
-0.48,-0.9,0.25,13.33,-1.57,30.47
-0.51,-0.9,0.27,6.85,-43.18,64.45
-0.59,-0.86,0.31,21.35,-40.45,93.78
-0.56,-0.84,0.38,21.26,-93.5,115.67
-0.73,-0.79,0.52,41.63,-64.74,115.71
-0.9,-0.72,0.6,69.33,-53.53,158.63
-1.01,-0.67,0.8,82.29,-85.7,193.49
-0.96,-0.54,0.86,125.06,-73.05,195.72
-0.87,-0.38,0.78,135.77,-46.8,184.22
-1.05,-0.23,0.87,134.05,10.93,163.47
-1.01,-0.05,0.96,120.88,-19.67,197.68
-0.86,0.06,0.68,132.22,-61.36,192.61
-0.54,0.22,0.56,127.37,-33.86,179.86
-0.34,0.34,0.54,124.03,-34.89,153.97
-0.25,0.51,0.43,120.45,16.99,116.9
-0.04,0.56,0.26,122.9,3.98,102.19
0.07,0.66,0.16,75.38,19.79,66.19
0.14,0.77,0.22,65.9,31.54,55.55
0.14,0.85,0.22,48.54,-14.4,46.45
0.21,0.88,0.1,59,22.85,32.93
0.2,0.87,0.02,49.45,34.66,20.2
0.22,0.9,-0.06,52.68,35.72,30.16
0.3,0.86,-0.16,26.56,43.65,23.27
0.35,0.86,-0.15,-18.44,15.33,15.44
0.41,0.89,-0.12,-28.48,-5.82,-0.46
0.35,0.96,-0.12,-13.24,36.23,-6.01
0.29,0.97,-0.13,-9.05,28.49,-15.09
0.24,1,-0.12,-10.45,-1.56,-0.54
0.23,1.01,-0.01,-15.1,-3.54,-0.48
0.26,1,0.04,0.9,2.98,-4.24
0.22,0.99,0.02,-4.04,-3.27,0.57
0.23,1,0.01,1.65,-6.79,-2.59
0.23,0.99,-0.01,-2.16,-1.31,-1.21
0.24,0.99,-0.01,-2.58,-8.73,-2.04
0.22,0.99,0.02,-3.42,-3.99,-2
0.22,1,0,-2.13,-6.61,-2.29
0.22,1,0.01,-2.33,-7.79,-2.16
0.21,0.99,0.01,-1.5,-5.28,-3.05
0.21,0.99,0.01,0.12,-6.85,-0.74
0.22,0.99,0,1.9,-4.77,-1.19
0.2,1,-0.01,-1.7,-4.22,-1.62
0.19,0.99,0.01,-1.52,-2.79,-2
0.2,1,0,-1.62,-3.77,-1.29
0.2,0.98,0,0.31,-2,-2.81
0.19,1,0.01,-0.9,-2.51,-1.32
0.19,0.99,0,-3.23,-3.36,1.24
0.2,1.01,0.02,-1.23,-3.85,-0.22
0.2,1,-0.01,-1.65,-4.06,0.01
0.21,1,-0.01,1.04,-1.5,-1.14
0.2,1.02,0.01,-4.23,-6.6,-1.52
0.23,0.99,0,-0.15,-3.9,-2.77
-0.29,-0.95,0.24,2.52,10.28,-2.08
-0.36,-0.91,0.26,-0.92,3.36,-5.45
-0.33,-0.9,0.22,4.42,-3.61,-13.86
-0.33,-0.91,0.23,2.83,19.39,-15
-0.34,-0.91,0.26,-1.39,0.2,2.02
-0.26,-0.93,0.19,2.63,-9.81,16.08
-0.25,-0.94,0.22,-2.52,1.04,-3.7
-0.51,-0.87,0.25,-4.45,17.44,7.34
-0.59,-0.85,0.27,-2.04,15.28,45.42
-0.63,-0.86,0.33,1.12,-25.2,73.7
-0.66,-0.81,0.3,7.56,-48.65,104.55
-0.6,-0.8,0.28,7.45,-49.41,99.3
-0.89,-0.75,0.38,35.9,-19.03,136.13
-1.07,-0.7,0.44,24.94,-98.82,199.44
-1.06,-0.53,0.51,50.96,-84.53,221.06
-1.09,-0.28,0.62,62.22,-61.6,211.06
-0.99,-0.2,0.75,81.75,-60.98,190.46
-0.97,-0.01,0.65,94.92,-67.42,184.53
-0.81,0.05,0.66,124.38,5.21,151.31
-0.74,0.2,0.56,83.25,-52.85,163
-0.49,0.34,0.49,83.92,1.71,124.52
-0.42,0.48,0.45,75.5,-15.25,120.64
-0.21,0.62,0.44,67.87,-9.58,102.48
-0.29,0.73,0.37,74.61,18.37,85.96
-0.13,0.76,0.27,74,16.95,93.71
-0.17,0.84,0.23,64.14,21.56,77.58
-0.01,0.82,0.15,53.71,7.78,77.38
0.08,0.85,0.12,39.62,9.1,52.54
0.1,0.89,0.09,52.58,34.92,52.49
0.2,0.88,0.03,39.03,12.02,39.68
0.21,0.91,-0.02,39.35,56.12,22.81
0.2,0.92,-0.05,24.49,22.52,30.06
0.32,0.91,-0.09,19.38,17.36,23.31
0.35,0.92,-0.11,12.51,19.95,17.58
0.39,0.91,-0.15,16.35,18.11,8.78
0.41,0.91,-0.17,2.67,9.95,3.75
0.38,0.93,-0.15,-2.39,-0.4,-5.65
0.31,0.96,-0.13,-8.09,3.79,-8.6
0.29,0.97,-0.09,-10.65,9.03,-8.07
0.26,0.98,-0.06,-14.72,6.85,-14
0.22,1,-0.06,-9.15,-5.18,-7.56
0.22,1.01,-0.06,-3.88,-8.72,-3.71
0.23,0.99,-0.04,-2.26,-4.82,0.38
0.26,0.98,-0.07,-1.19,-10.17,-1.26
0.24,0.99,-0.07,-5.14,-10.79,-2.29
0.23,0.99,-0.05,-2.62,-3.43,-1.3
0.23,0.98,-0.04,-4.43,-11.15,-0.26
0.23,0.99,-0.07,-1.19,-7.26,-0.04
0.26,0.99,-0.05,-7.39,-11.93,-0.44
0.24,0.98,-0.04,-5.08,-11.3,-2.39
0.22,0.99,-0.07,-2.43,-5.5,-0.71
0.23,0.99,-0.04,-3.46,-6.87,-1.36
0.23,1,-0.04,-1.25,-4.08,-0.77
0.23,0.99,-0.05,-3.01,-7.02,-0.14
0.23,0.98,-0.03,-0.97,-4.81,-0.76
0.22,0.99,-0.03,-1.46,-5.39,-0.5
0.22,0.99,-0.05,-0.68,-3.73,-1.3
0.22,1,-0.03,-3.98,-7.26,0.68
0.23,0.98,-0.05,-0.26,-5.6,-0.84
0.23,1,-0.06,-1.75,-5.31,1.29
-0.22,-0.95,0.16,-5.2,-9.95,-1.08
-0.33,-0.93,0.19,8.58,9.31,-8.68
-0.22,-0.97,0.17,-9.86,-16.22,2.08
-0.28,-0.93,0.18,-0.13,4.34,-3.52
-0.22,-0.96,0.19,-2.01,-9.82,1.57
-0.22,-0.95,0.16,-7.32,-10.05,5.88
-0.27,-0.93,0.2,-5.04,-6.5,-7.21
-0.48,-0.92,0.19,-7.28,0.21,12.16
-0.7,-0.72,0.19,-8.59,-42.06,63.26
-0.88,-0.85,0.27,-11.7,-111.79,135.78
-0.84,-0.85,0.34,-7.09,-176.1,181.44
-0.81,-0.81,0.43,38.98,-89.95,178.73
-0.82,-0.74,0.51,48.92,-86.36,172.19
-0.84,-0.64,0.59,75.41,-57.53,162.62
-0.89,-0.49,0.7,88.58,-47.74,164.16
-0.9,-0.34,0.79,107.19,-65.08,149.47
-0.86,-0.16,0.71,134.24,-49.42,138.98
-0.88,0.04,0.67,156.03,-51.76,134.79
-0.79,0.19,0.61,147.95,-18.56,114.1
-0.71,0.38,0.55,114.47,-40.05,125.13
-0.59,0.5,0.52,117.36,13.99,105.04
-0.45,0.55,0.53,87.75,-13.6,118.62
-0.4,0.65,0.39,91.68,8.47,111.83
-0.15,0.64,0.31,113.32,30.18,100.06
-0.15,0.72,0.21,76.22,-3.02,92.3
0.06,0.74,0.09,87.29,47.74,66.47
0.07,0.82,0.12,50.82,15.38,62.26
0.19,0.83,-0.01,66.25,24.64,39.41
0.15,0.88,-0.1,49.31,39.79,41.68
0.27,0.85,-0.15,48.74,10.24,29.52
0.34,0.89,-0.29,23.9,-2.15,16.84
0.33,0.91,-0.28,18.83,16.21,-4.29
0.31,0.93,-0.33,0.35,23.76,-2.07
0.32,0.87,-0.3,-5.42,21.15,-12.95
0.21,0.94,-0.3,-10.63,13.11,-10.2
0.16,0.97,-0.23,-19.75,17.73,-0.38
0.21,0.97,-0.17,-21.67,-9.75,9.59
0.24,0.97,-0.16,-14.17,-1.51,3.96
0.2,0.97,-0.14,-8.89,5.57,-1.71
0.2,0.98,-0.16,-9.74,-8.51,1.06
0.2,0.97,-0.12,-6.5,-2.99,2.03
0.2,0.98,-0.12,-0.56,-3.78,-0.93
0.2,0.98,-0.13,-2.78,-9.58,0.87
0.21,0.97,-0.14,-1.94,-6.36,0.04
0.2,0.97,-0.12,-2.35,-5.04,0.86
0.2,0.97,-0.13,-1.35,-5.73,-1.29
0.21,0.98,-0.14,-3.51,-4.73,-0.37
0.22,0.98,-0.13,-4.49,-5.27,-0.31
0.21,0.98,-0.13,-2.75,-2.08,-1.75
0.21,0.98,-0.11,-3.69,-7.16,-1.24
0.19,0.98,-0.11,-1.08,-4.98,-0.57
0.2,0.98,-0.13,-2.51,-3.44,1.64
0.22,0.98,-0.11,1.81,-1.96,-2.45
0.21,0.98,-0.12,2.65,-3.54,-3.34
0.2,0.99,-0.13,-1.07,-8.9,-2.91
0.19,0.98,-0.13,-2.35,-9.02,0.69
0.19,0.98,-0.12,-1.84,-5.22,0.4
0.21,0.98,-0.11,-1.95,-7.08,0.6
0.2,0.97,-0.13,-2.2,-5.79,-0.23
0.19,0.98,-0.11,-6.07,-4.81,1.52
-0.26,-0.92,0.29,-1.88,-6.47,-4.27
-0.24,-0.93,0.32,0.55,-2.79,-8.83
-0.23,-0.94,0.28,-5.2,-8.76,1.42
-0.26,-0.92,0.32,1.93,-0.2,-3.7
-0.23,-0.92,0.3,-8.53,-14.15,9.13
-0.3,-0.91,0.31,4.09,6.61,-6.81
-0.23,-0.94,0.25,-13.49,-9.47,9.13
-0.45,-0.89,0.27,-0.38,9.34,1.33
-0.74,-0.84,0.25,-13.67,-12.57,57.06
-0.66,-0.94,0.25,-32.71,-45.81,125.42
-0.7,-0.84,0.35,-17.35,-53.28,143.75
-0.68,-0.78,0.39,8.12,-22.34,133.52
-1.03,-0.71,0.51,39.02,45.83,120.84
-1.01,-0.71,0.39,49.36,34.86,148.89
-0.95,-0.62,0.38,47.61,1.75,176.43
-0.81,-0.51,0.34,42.58,-38.26,169.68
-0.93,-0.36,0.43,51.55,-36.38,152.79
-0.9,-0.15,0.41,49.37,-69.45,139.05
-1.24,0.05,0.4,90.74,30.26,121.52
-1.03,0.06,0.32,48.61,-55.91,179.81
-0.98,0.2,0.39,49.17,-0.26,176.05
-0.68,0.26,0.39,36.79,-9.98,180.86
-0.5,0.36,0.32,33.28,-22.27,166.58
-0.26,0.49,0.26,34,11.15,144.74
-0.14,0.63,0.25,18.54,2.9,107.77
-0.05,0.74,0.24,34.48,78.53,89.23
0,0.81,0.25,12.48,8.4,77.19
0.02,0.89,0.23,26.13,23.34,67.88
0.16,0.89,0.21,16.96,-36.11,62.13
0.17,0.91,0.09,35.25,19.75,40.19
0.18,0.92,0.04,31.73,34.11,34.78
0.18,0.96,0.06,20.83,15.82,33.23
0.23,0.95,0.05,11.38,18.46,27.68
0.31,0.95,0.04,10.41,-11.46,13.92
0.33,0.95,0.02,-2.08,-26.95,-6.16
0.22,0.98,-0.04,5.15,-0.69,-7.88
0.14,1,-0.04,2.45,11.76,0.18
0.18,1,0.02,-4.65,1.05,3.61
0.21,1.01,0.02,-2.2,3.71,1.64
0.23,0.99,0.05,0.38,3.69,-2.38
0.17,1,-0.01,1.45,3.4,-5.61
0.16,1,0.02,-2.88,8.14,0.91
0.19,0.99,0.04,0.14,-2.81,-0.65
0.18,0.99,0.04,-3.51,-5.13,0.82
0.18,0.99,0.02,-0.14,-2.82,-1.42
0.19,1,0.03,-1.02,-4.81,1.09
0.18,0.99,0,0.11,-2.39,2.03
0.19,1,0.03,-0.05,-0.73,0.64
0.2,1,0.02,-2.62,-6.52,1.96
0.2,1,0.02,2.86,0.7,0.62
0.2,0.99,0.01,-0.98,-1.79,-0.87
0.19,1,0.01,-0.81,0.89,-1.45
0.18,1.01,0.03,-3.27,-8.16,0.48
0.18,1.01,0.03,-1.08,-5.07,0.23
0.2,1,0.02,-0.41,-4.93,0.28
0.18,1,0.02,-0.81,-2.2,0.41
0.19,0.99,0.02,-1.9,-4.61,-0.21
0.2,0.99,0.04,0.4,-4.11,-1.66
0.18,0.99,0.02,-3.22,-6.22,-0.67
0.17,1.01,0.01,-4.46,-6.34,1.28
-0.25,-0.93,0.26,-3.66,-7.05,1.22
-0.23,-0.93,0.28,-2.81,-3.54,2.94
-0.22,-0.92,0.28,-5.88,-9.85,3.73
-0.22,-0.95,0.27,-0.18,-0.63,-1.45
-0.27,-0.92,0.27,-0.47,-2.82,2.98
-0.22,-0.94,0.26,-0.78,-0.97,-1.29
-0.22,-0.93,0.27,-0.81,-5.9,-0.2
-0.24,-0.93,0.28,1.28,-3.19,-4.57
-0.23,-0.93,0.29,0,-0.73,1.53
-0.32,-0.92,0.28,8.76,4.53,-1.61
-0.42,-0.92,0.27,5.83,0.31,14.22
-0.61,-0.88,0.3,1.51,-25.73,54
-0.8,-0.86,0.35,13.83,-71.32,127.68
-0.77,-0.86,0.43,31.35,-122.98,201.77
-0.73,-0.78,0.49,43.84,-39.81,182.09
-0.83,-0.66,0.61,49.56,-2.57,152.96
-0.94,-0.58,0.65,57.16,-30.1,164.16
-0.96,-0.44,0.65,68.51,-33.78,172.32
-0.94,-0.3,0.72,63.11,-41.34,176.79
-0.96,-0.14,0.74,89.09,-42.29,179.34
-0.88,0.01,0.72,89.98,-45.59,178.16
-0.75,0.11,0.66,92.91,-60.51,179.12
-0.65,0.3,0.63,95.24,-23.24,167.35
-0.35,0.37,0.56,79.45,-30.82,146.31
-0.35,0.54,0.49,72.83,-1.65,119.97
-0.16,0.61,0.36,87.01,32.75,89.85
-0.08,0.72,0.31,47.78,25.11,76.9
-0.03,0.82,0.37,49.15,53.04,69.12
0.03,0.83,0.37,46.52,29.89,59.54
0.09,0.85,0.19,60.78,37.92,52.39
0.17,0.85,0.13,46.54,33.08,56.76
0.24,0.87,0.07,45.87,33.94,47.02
0.29,0.89,0.05,25.04,15.99,44.72
0.37,0.92,-0.01,26.58,23.36,21.33
0.34,0.95,0,4.99,-1.27,17.45
0.36,0.95,-0.06,8.25,7.89,-4.2
0.26,0.98,-0.02,-5.67,-3.02,-2.34
0.26,0.99,0.01,1.92,10.93,-10.39
0.2,0.99,0.05,-4.27,-3.3,-2.11
0.23,0.99,0.01,-3.41,-9.24,-2.75
0.2,1.01,0.02,-2.51,0.79,-0.43
0.21,1,0.03,-5.07,-4.3,-1.1
0.22,1.01,0.04,-6.08,-3.17,2.35
0.22,1,0.04,-0.23,-3.77,-2.9
0.23,1.01,0.05,-0.54,-1.66,-2.16
0.22,0.98,0.03,-0.91,-0.7,-2.56
0.22,0.99,0.05,-2.28,-6.58,-2.19
0.22,0.99,0.05,-1.17,-5.63,-3.68
0.2,1,0.04,-3.13,-5.2,-0.3
0.2,1,0.04,-1.84,-5.08,-1.65
0.21,1,0.06,-1.88,-5.89,-0.65
0.21,1,0.05,-1.04,-3.15,-1.19
0.21,0.99,0.05,-1.46,-4.49,-1.55
0.2,0.99,0.05,-2.76,-4.95,1.24
0.2,1,0.06,-4.02,-7.79,3.29
0.21,1,0.05,0.33,-1.69,-0.14
0.21,1,0.05,-0.49,-6.01,0.06
0.21,1,0.05,-1.29,-6.75,1.57
0.23,0.99,0.03,-1.24,-8.42,-0.07
0.21,0.99,0.01,0.16,-2.09,-1.48
-0.25,-0.93,0.2,-6.46,-23.96,10.58
-0.25,-0.93,0.21,-5.42,-19.5,3.22
-0.28,-0.93,0.23,-3.75,-11.89,3.29
-0.21,-0.94,0.22,-4.79,-14.96,2.81
-0.3,-0.92,0.23,5.31,4.89,-7.09
-0.32,-0.93,0.19,-1.32,-4.79,5.16
-0.35,-0.91,0.24,5.87,1.11,6.78
-0.64,-0.86,0.23,-1.62,-5.77,48.13
-0.72,-0.9,0.26,2.43,-44.34,106.72
-0.68,-0.88,0.31,18.38,-69.2,148.23
-0.78,-0.78,0.31,32.55,-90.53,182.57
-0.8,-0.72,0.34,-2.78,-105.83,167.5
-0.84,-0.62,0.51,21.22,-83.82,189.2
-0.92,-0.48,0.61,35.22,-52.66,178.08
-0.97,-0.31,0.7,62.94,-35.87,182.15
-1.09,-0.15,0.69,61.77,-44.66,183.27
-0.95,-0.02,0.8,68,-78.84,204.06
-0.76,0.11,0.72,80.64,-65.5,179.94
-0.66,0.3,0.65,72.16,-68.46,170.84
-0.46,0.32,0.71,82.91,-46.07,150.79
-0.39,0.53,0.62,84.74,-43.29,133.38
-0.15,0.58,0.52,109.39,-17.64,107.3
-0.09,0.72,0.47,91.51,-29.72,96.62
0.05,0.74,0.37,110.09,6.99,70.8
0.11,0.8,0.35,79.85,-16.98,74.45
0.2,0.82,0.2,94.25,11.61,51.1
0.21,0.83,0.15,75.05,-6.21,52.58
0.3,0.84,0.07,67.15,-12.66,40.98
0.33,0.83,-0.04,59.26,-22.58,38.93
0.38,0.85,-0.13,55.52,1.55,19.56
0.42,0.85,-0.19,32.69,-9.82,21.12
0.45,0.87,-0.22,23.64,15.63,6.15
0.42,0.89,-0.2,9.58,3.02,2.01
0.42,0.92,-0.18,2.41,-10.7,0.86
0.39,0.92,-0.18,0.29,-3.2,-1.88
0.39,0.93,-0.17,-5.97,-17.67,1.15
0.35,0.95,-0.14,1.07,1.18,-4.22
0.31,0.95,-0.17,-2.35,-8.77,-2.23
0.36,0.94,-0.15,-2.68,-8.01,2.49
0.36,0.95,-0.14,-0.24,-5.6,-2.96
0.35,0.93,-0.18,-1.3,-10.19,-3.58
0.32,0.95,-0.17,-5.33,-10.54,0.04
0.33,0.94,-0.16,-1.05,-1.98,-3.88
0.34,0.95,-0.13,-5.62,-7.05,-0.12
0.33,0.94,-0.17,-2.38,-4.47,-4.28
0.33,0.95,-0.15,-2.85,-7.24,-0.42
0.34,0.95,-0.15,0.36,-1.81,-2.07
0.33,0.95,-0.16,-3.26,-8.05,0.14
0.33,0.96,-0.14,-5.9,2.31,-0.9
0.33,0.96,-0.12,-5.97,-8.48,-2.74
0.32,0.96,-0.13,-2.78,-1.22,-3.92
0.32,0.96,-0.15,-4.11,-8.04,-2.81
0.31,0.96,-0.15,-1.46,-4.54,-3.55
0.31,0.96,-0.14,0.43,-3.23,-1.58
0.31,0.96,-0.13,2.2,-8.31,-3.53
0.31,0.96,-0.16,-2.68,-8.63,-1.57
0.3,0.97,-0.14,-2.5,-6.89,-0.67
0.31,0.95,-0.13,-1.55,-10.47,0.01
0.29,0.95,-0.15,-0.88,-8.33,1.68
0.3,0.96,-0.14,-2.89,-9.92,1.16
-0.29,-0.92,0.24,-3.13,5.26,-0.6
-0.28,-0.91,0.2,3.09,4.31,0.73
-0.29,-0.94,0.2,-0.31,-1.04,0.02
-0.25,-0.95,0.21,-3.08,-8.34,0.11
-0.28,-0.92,0.19,-1.59,3.67,0.26
-0.34,-0.93,0.19,0.54,4.5,4.46
-0.57,-0.91,0.21,-7.07,-11.53,36.97
-0.74,-0.86,0.18,-23.78,-28.37,91.75
-0.71,-0.84,0.29,-11.73,-53.25,134.36
-0.87,-0.79,0.36,12.9,-59.38,142.56
-0.93,-0.76,0.4,42.76,-45.4,162.94
-1.41,-0.72,0.57,53.35,-38.96,182.96
-1.24,-0.69,0.64,67.55,-72.7,228.71
-1.07,-0.52,0.58,116.8,-41.12,230.45
-0.92,-0.36,0.62,110.08,-76.58,219.25
-0.81,-0.15,0.63,145.8,-8.23,171.94
-0.69,0.06,0.58,164.54,49.51,143.97
-0.63,0.18,0.24,162.08,35.11,156.75
-0.31,0.24,-0.06,128.96,-13.19,140.14
-0.44,0.51,-0.18,62.82,2.78,127.57
-0.32,0.64,-0.1,15.45,-4.24,108.42
-0.28,0.81,0.17,0.42,46.67,102.48
-0.15,0.87,0.18,6.67,19.21,94.29
-0.01,0.89,0.17,33.06,64.44,82.25
0.12,0.87,0.08,22.25,58.25,79.61
0.31,0.87,0.06,11.67,92.14,82.22
0.4,0.82,-0.07,27.9,39.91,59.68
0.49,0.87,-0.17,9.73,17.88,44.4
0.52,0.88,-0.15,2.49,23.84,12.11
0.45,0.92,-0.17,-5.45,4.11,-7.96
0.38,0.96,-0.14,-21.16,-23.21,-4.16
0.35,0.97,-0.08,-10.7,9.31,-11.13
0.28,0.98,-0.04,-11.58,-8.33,-0.31
0.28,0.98,-0.04,-5.29,-8.02,0.68
0.3,0.98,-0.05,-6.23,-7.93,0.52
0.29,0.98,-0.04,-2.29,-13.97,-0.59
0.29,0.98,-0.07,-2.73,-10.65,-1.32
0.28,0.97,-0.06,-1.7,-7.96,-2.17
0.29,0.97,-0.04,-2.13,-5.25,-1.65
0.27,0.98,-0.02,-3.27,-6.5,-2.71
0.27,0.98,-0.03,-0.71,-7.61,0
0.28,0.98,-0.04,0.57,-3.11,-0.77
0.3,0.99,-0.12,1.86,1.34,-0.82
0.28,0.99,-0.04,-4.17,-6.96,-1.28
0.29,0.97,-0.05,-0.18,-5.14,-3.32
0.28,0.98,-0.06,0.59,-4.03,-2.6
0.27,0.97,-0.04,-3.22,-7.65,-1.03
0.28,0.98,-0.06,-2.56,-8.89,0.03
0.27,0.98,-0.06,-4.06,-7.71,1.19
