AccX,AccY,AccZ,GyroX,GyroY,GyroZ
-0.4,-1.05,0.21,-21.74,-29.69,3.22
-0.42,-1.08,0.21,-16.91,-60.99,21.57
-0.27,-1.24,0.24,-27.25,-78.5,20.29
-0.22,-0.56,0.09,-1.71,-91.38,-5.04
-0.22,-1,0.03,-40.9,-71.75,17.31
-0.29,-0.97,0.24,-40.39,-39.56,15.05
-0.28,-0.72,0.13,-8.84,-89.15,-1.04
-0.32,-0.75,-0.07,-26.01,-49.62,7.49
-0.41,-0.9,0.12,-29.1,-5.94,-0.24
-0.53,-0.92,0,-34.48,8.36,6.68
-0.6,-0.93,-0.04,-28.91,8.61,6.75
-0.44,-1.02,0.06,-37.84,-83.27,7.36
-0.23,-0.83,0.08,-2.68,-6.74,-2.29
-0.3,-1,0.02,-20.16,24.66,11.21
-0.32,-1.07,0.14,-16.25,12.34,-7.56
-0.27,-0.89,0.09,-0.49,-18.25,-2.2
-0.21,-0.75,-0.04,-3.15,-9.46,-1.38
-0.27,-0.77,-0.02,-22.32,-10.76,-8.23
-0.37,-0.87,-0.07,-30.49,-16.7,-11.16
-0.48,-1.02,0.05,-22.67,-17.53,-4.01
-0.41,-1.09,0.04,-21.01,-55.78,12.21
-0.28,-1.16,0.02,-23.18,-51.96,3.84
-0.27,-0.56,0.04,-3.79,-46.44,-4.02
-0.19,-1,0.01,-25.2,-51.44,6.03
-0.27,-0.9,0.11,8.27,28.06,-26.1
-0.51,-0.68,-0.05,8.58,-20.4,-15.94
-0.31,-0.85,-0.07,-10.88,-70.29,6.7
-0.35,-0.98,0.07,3.25,-24.02,-5.08
-0.42,-0.92,-0.13,24.58,-25.48,-6.25
-0.49,-0.97,-0.13,-5.3,-29.38,-7.1
-0.48,-1.13,-0.03,-7.2,-20.15,-5.44
-0.47,-0.8,0.01,-2.33,-24.48,-7.37
-0.11,-0.86,0.02,-10.34,-12.24,-1.38
-0.3,-1.04,0.2,1.61,106.71,-20.03
-0.51,-0.85,0.24,11.76,54.24,-5.55
-0.28,-0.71,0.13,1.18,-24.33,20.19
-0.09,-0.9,0.08,-10.79,-0.93,4.19
-0.26,-0.91,0.16,-20.86,15.17,-7.12
-0.4,-1.07,0.08,-20.31,28.71,1.7
-0.29,-1.24,0.15,-12.04,-28.24,11.33
-0.14,-0.79,0.14,11.81,-26.86,0.99
-0.17,-0.96,-0.07,9.64,-26.68,27.07
-0.15,-1.06,-0.06,6.2,-28.52,-8.13
-0.3,-0.8,-0.06,19.29,-33.37,-15.12
-0.24,-0.7,-0.12,7.54,-37.26,-14.22
-0.31,-0.88,-0.06,-11.17,-13.88,-15.8
-0.46,-0.95,0.04,-12.31,-32.82,-26.01
-0.5,-1.04,0.08,4.19,-6.47,-5.47
-0.42,-1.24,0.02,9.9,16.64,12.52
-0.4,-1.15,0.06,8.09,40.18,-2.75
-0.32,-0.61,0.09,10.78,35.88,4.34
-0.2,-0.87,-0.03,-3.12,43.29,23.42
-0.23,-1.06,0.17,-12.59,66.63,2.77
-0.32,-0.84,0.24,-2.48,14.29,11.83
-0.14,-0.74,0.07,16.5,8.84,17.87
-0.13,-0.83,0.03,-1.13,26.4,3.9
-0.36,-1.01,0.11,-7.35,-0.07,-2.97
-0.27,-1.09,0.14,-7.32,-33.91,4.5
-0.34,-1.2,0.06,0.97,-26.29,4.34
-0.22,-0.74,0.1,8.82,-40.14,-4.16
-0.2,-0.83,-0.08,8.14,-50.93,9.95
-0.23,-1.06,0.04,-14.67,-5.41,-2.19
-0.37,-0.81,0.04,10.55,-19.34,-15.48
-0.34,-0.73,-0.09,-3.46,-19.34,-1.27
-0.35,-0.88,0.04,-11.72,4.18,-1.87
-0.47,-0.87,0.05,-3.52,-3.27,-13.28
-0.46,-1.03,0.1,0.56,-9.68,4.71
-0.37,-1.25,0.13,7.87,3.08,14.07
-0.27,-1,0.04,12.8,15.35,-3.71
-0.23,-0.79,-0.02,4.75,4.14,4.68
-0.12,-0.95,0.05,0.74,55.57,-13.35
-0.39,-0.94,0.13,7.02,87.5,-19.48
-0.45,-0.79,0.15,7.64,26.71,4.17
-0.22,-0.83,0.04,-1.47,-1.15,16.26
-0.23,-0.87,0.12,-3.58,16.09,0.72
-0.33,-0.97,0.06,-12.79,-29.3,3.68
-0.23,-1.11,0.11,-7.43,-36.89,11.79
-0.23,-1.14,0.1,3.06,-6.57,1.09
-0.25,-0.79,0.07,-13.88,-68.31,-4.65
-0.15,-0.92,0.02,-19.29,-67.12,8.09
-0.28,-1.09,0.01,-2.15,9.92,-19.48
-0.49,-0.72,0.01,4.51,-9.01,-9.77
-0.31,-0.7,-0.14,-14.7,-51.81,12.9
-0.3,-0.9,0.03,-22.15,-18.4,2.11
-0.42,-0.79,0.04,5.99,3.99,-16.05
-0.53,-0.93,-0.12,-5.92,-3.38,12.94
-0.43,-1.25,-0.02,-16.74,-28.79,3.58
-0.45,-1.12,0.05,-3.09,-17.69,1.88
-0.26,-0.77,0.1,4.15,4.12,-5.25
-0.17,-0.88,0.05,1.5,-3.5,-6
-0.25,-1.04,0.14,3.93,50.77,-19.47
-0.33,-0.94,0.2,13.52,38.19,-11.82
-0.36,-0.68,0.15,23.72,-20.53,15.71
-0.2,-0.76,0,7.3,27.63,-1.46
-0.3,-0.89,0.04,-0.55,30.17,-13.52
-0.45,-1.06,0.05,-10.66,15.56,-4.42
-0.3,-1.25,0.15,-10.31,-7.66,1.29
-0.35,-1.02,0.1,-4.31,-17.46,-5.92
-0.26,-0.7,0.02,2.02,-26.94,12.52
-0.14,-1.07,0.03,-12.97,-22.34,8.3
-0.36,-0.9,0.17,4.04,28.35,-5.17
-0.31,-0.71,0,4.25,-42.27,9.42
-0.18,-0.82,-0.02,-0.22,-7.1,3.13
-0.38,-0.88,0.06,25.23,25.53,0.43
-0.52,-0.98,0.02,10.2,8.81,5.77
-0.57,-1.07,0.01,-0.21,-14.79,25.74
-0.25,-1.12,0.06,13.78,-16.5,36.49
-0.2,-0.85,0.03,11.02,30.63,-7.33
-0.23,-0.73,0,0.46,22.21,-13.34
-0.34,-1.02,0.02,6.63,56.84,-18.38
-0.39,-0.88,0.26,10.4,38.89,-7.97
-0.29,-0.75,0.17,18.91,12.98,4.61
-0.15,-0.84,0.01,-5.8,8.15,-2.06
-0.36,-0.93,0.1,10.31,35.44,2.9
-0.39,-1.13,0.05,0.5,-4.31,15.63
-0.28,-1.17,0.1,-27.42,-54.82,6.09
-0.36,-1.02,0.13,-4.02,5.08,-19.87
-0.34,-0.71,0.08,-7.06,-21.41,1.29
-0.21,-1.03,0.02,-29.92,-44.4,17.19
-0.34,-0.91,0.19,-6,-32.05,-1.34
-0.25,-0.72,-0.01,-4.69,-47.8,-1.39
-0.33,-0.72,0.02,-7.47,-18.36,-4.69
-0.45,-0.87,0.04,8.81,10.94,-12.36
-0.58,-0.89,0,10.42,-0.21,0.23
-0.57,-1.03,-0.01,8.84,21.79,18.53
-0.67,-0.91,-0.05,-4.78,25.7,74.18
-0.47,-0.96,0.15,-12.39,0.73,36.94
-0.44,-0.8,0.03,24.67,26.69,15.52
-0.32,-0.99,0.11,16.03,27.66,2.42
-0.41,-0.9,0.18,19.8,50.23,-13.47
-0.37,-0.74,0.16,31.57,46.7,7.32
-0.29,-0.69,0.16,11.44,27.07,1.66
-0.35,-0.75,0.24,15.89,29.34,-12.49
-0.49,-0.81,0.08,20.64,26.24,-11.97
-0.53,-0.96,0.1,8.88,6.57,7.2
-0.46,-1.12,0.1,18.64,12.95,-6.42
-0.58,-1.05,0.08,11.8,-6.11,-10.22
-0.35,-0.52,0.02,36.35,12.53,1.64
-0.26,-1.01,0.05,9.07,44.85,-0.74
-0.52,-1,0.2,56.1,111.66,-19.26
-0.43,-0.74,0.05,43.24,27.27,-0.99
-0.28,-0.73,0.04,23.28,51.47,-2.55
-0.37,-0.85,0.05,41.25,56.47,-12.42
-0.41,-0.78,0.12,29.07,90.06,-16.24
-0.51,-1,0.18,44.15,87.69,-2.98
-0.54,-1.26,0.16,18.58,91.18,-23.97
-0.32,-1.12,0.22,45.71,107.97,-26.72
-0.31,-0.91,0.18,40.74,127.23,-22.03
-0.26,-0.87,0.24,48.91,130.79,6.09
-0.19,-0.87,0.25,42.77,110.15,-7.82
-0.28,-0.9,0.23,47.83,105.47,9.19
-0.17,-1.04,0.28,20.89,86.21,17.94
-0.2,-1.05,0.43,47.81,107.69,-3.24
-0.23,-0.98,0.36,44.8,98.61,-2.84
-0.23,-0.98,0.22,36.54,93.02,-4.26
-0.24,-0.98,0.41,75.85,73.13,-9.58
-0.3,-0.84,0.13,63.77,106.98,-10.61
-0.32,-0.98,0.18,10.21,44.87,-12.08
-0.31,-0.94,0.22,26.03,82.98,-15.97
-0.38,-1.04,0.2,10.1,67.82,-3.19
-0.3,-0.81,0.21,31.14,69.45,11.83
-0.17,-0.94,0.05,34.46,54.88,31.16
-0.21,-1.16,0.15,18.61,88.4,14.74
-0.23,-1,0.14,39.06,47.76,15.48
-0.07,-0.83,-0.08,28.14,46.37,14.57
-0.08,-0.97,-0.03,26.52,84.02,-5.37
-0.25,-0.95,-0.05,10.58,57.78,-19.97
-0.21,-0.9,0,16.85,18.54,-5.7
-0.21,-0.89,-0.02,12.88,24.66,-10.68
-0.33,-0.9,0,13.77,35.37,-15.34
-0.46,-0.94,-0.01,9.78,27.81,-3.7
-0.37,-1.04,-0.01,2.18,28.38,8.87
-0.36,-1.23,-0.01,1.91,36.29,4.9
-0.32,-0.96,-0.03,22.06,46.6,-0.03
-0.25,-0.7,0.04,3.32,30.34,9.26
-0.19,-1.03,0.06,2.99,53.65,14.14
-0.29,-1.09,0.21,-0.52,41.61,15.09
-0.17,-0.86,0.14,14.08,-0.92,16.17
-0.12,-0.77,0.03,12.02,12.34,10.78
-0.26,-0.83,0.07,6.64,27.45,0.59
-0.3,-0.94,0.04,-1.46,-7.88,-2.39
-0.42,-1.04,0.04,-10.08,-11.79,-2.53
-0.38,-1.21,0.08,-10.78,-33.26,9.24
-0.32,-1.09,0.02,-7.47,-33.66,1.94
-0.26,-0.72,0.05,-10,-37.19,-4.82
-0.3,-0.87,-0.02,-18.21,-30.27,12.41
-0.31,-1.05,0.09,-10.22,-38.55,14.42
-0.19,-0.82,-0.01,-1.9,-51.47,5.04
-0.23,-0.7,-0.05,-2.36,-5.82,-13.21
-0.39,-0.75,0.01,-7.04,-34.02,-22.83
-0.49,-0.9,0.02,7.52,-1.24,-19.22
-0.59,-1,0.11,-1.6,1.54,-1.26
-0.49,-1.21,0.09,4.59,-2.51,18.46
-0.41,-1.04,0.1,18.75,3.05,8.44
-0.33,-0.81,0.07,21.79,22.32,3.25
-0.24,-0.93,0.09,45.64,3.03,-17.45
-0.32,-0.9,0.04,40.8,81.91,-23.9
-0.41,-0.87,0.2,-0.36,66.43,20.98
-0.17,-0.82,0.17,2.38,-26.82,37.03
-0.1,-0.82,0.13,4.16,-4.36,18.92
-0.12,-0.85,0.12,5.74,-4.18,-6.31
-0.37,-1.01,0.02,-17.55,-14.72,-19.77
-0.37,-1.21,0.24,-37.28,-42.93,-1.88
-0.39,-1.15,0.22,-17.2,-49.33,-3.28
-0.27,-0.73,0.07,12.88,-48.05,7.46
-0.25,-0.94,0.02,-14.43,-69.68,22.35
-0.22,-0.99,0.2,-15.43,-52.12,-4.54
-0.3,-0.74,0.06,-6.76,-52.37,-5.97
-0.28,-0.73,0.03,-18.21,-30.31,-6.92
-0.39,-0.86,0.07,-31.01,3.5,-5.9
-0.49,-0.92,0.11,-31.88,-21.8,-0.74
-0.43,-1.02,0.1,-7.27,-20.7,1.69
-0.42,-1.2,0.14,-6.33,-6.66,-4.23
-0.44,-0.93,0.19,3.69,-1.81,-8.9
-0.24,-0.8,0.08,15.11,-8.34,8.93
-0.16,-0.95,0.1,-7.3,30.68,-7.18
-0.35,-0.92,0.27,-4.49,43.66,2.8
-0.22,-0.78,0.11,6.77,-48.24,34.46
0.05,-0.81,0.07,-19.7,-64.35,20.58
-0.12,-0.86,0.19,-12.72,7.04,-14.16
-0.35,-1.08,0.16,-18.3,-20.78,-14.63
-0.37,-1.14,0.19,-23.39,-60.79,-6.79
-0.29,-1.23,0.13,-32.6,-74.15,-12.75
-0.31,-0.74,0.14,-7.36,-47.16,-34.3
-0.43,-0.73,-0.08,-14.29,-45.65,-0.29
-0.35,-1.19,0.13,-45.39,-42.38,23.23
-0.36,-0.8,0.07,12.16,-38.05,-1.54
-0.32,-0.67,-0.06,0.01,0.7,-2.44
-0.38,-0.82,0.15,-20.2,14.06,-12.13
-0.43,-0.75,0.23,15.93,22.46,-19.06
-0.49,-1.39,0.15,3.11,35.75,16.39
-0.26,-0.98,0.32,35.79,53.15,6.57
-0.23,-0.9,0,45.02,54.53,24.45
-0.11,-0.96,0.1,9.8,81.3,24.03
-0.18,-0.8,0.22,14.23,50.27,-14.82
-0.26,-0.75,0.13,10.59,52.14,-7.73
-0.28,-0.88,0.25,2.35,45.06,-13.38
-0.42,-0.89,0.2,7.79,14.98,-16.42
-0.48,-0.92,0.18,0.22,-15.43,12.1
-0.38,-1.03,0.23,-3.31,-32.77,28.94
-0.31,-1.18,0.13,1.1,-40.89,28.29
-0.16,-1.01,0.21,-9.36,-70.37,13.22
-0.25,-0.79,-0.05,25.5,-36.44,3.86
-0.27,-1.11,-0.08,-26.08,-64.41,25.65
-0.14,-0.88,-0.05,-12.9,-87.75,7.31
-0.2,-0.76,-0.19,-29.07,-52.64,-0.14
-0.36,-0.89,0.06,-31.6,-29.18,-6.89
-0.46,-0.93,-0.01,-20.42,-73.5,3
-0.39,-0.95,0.08,-30.62,-69.89,2.71
-0.4,-0.96,0.04,-10.74,-56.59,1.61
-0.39,-1.08,0.02,-30.66,-65.9,0.94
-0.4,-0.88,0.13,-21.35,-49.88,1.13
-0.18,-0.88,0.07,-29.05,-63.69,27.59
-0.15,-1.15,0.21,-43.97,-32.79,-0.9
-0.26,-0.87,0.22,-17.61,-42.69,-1.52
-0.21,-0.76,0.07,-31.39,-72.92,0.58
-0.23,-0.79,0.18,-33.87,-54.44,-4.55
-0.36,-0.83,0.09,-31.29,-57.38,-16.06
-0.32,-1,0.2,-43.63,-58.73,-21.83
-0.43,-0.98,0.17,-25.81,-53.94,-23.32
-0.42,-1.41,0.23,-50.8,-67.37,-9.31
-0.31,-0.78,0.24,-7.44,-67.92,-1.95
-0.26,-1.01,-0.03,-22.75,-76.68,24.73
-0.23,-0.9,0.14,-20.29,-35.19,8.61
-0.27,-0.8,0.01,-11.38,-52.29,2.94
-0.29,-0.87,0.08,-19.94,-13.27,3.78
-0.38,-0.82,0,-2.45,-19.79,4.06
-0.36,-0.82,0,-8.4,-1.11,8
-0.4,-0.97,0.02,-2.01,10.82,2.72
-0.43,-1.22,0.09,-7.48,12.98,3.72
-0.34,-1.22,0.17,14.69,53.99,-2.93
-0.24,-0.72,0.12,15.43,59.88,5.15
-0.23,-1.05,0.09,-10.07,27.89,10.2
-0.17,-0.99,0.31,-0.58,38.75,7.52
-0.17,-0.8,0.15,14.61,32.09,4.96
-0.13,-0.83,0.18,5.61,47.79,1.26
-0.29,-0.91,0.21,9.93,44.64,-10.55
-0.3,-0.91,0.2,16.48,48.13,-10.21
-0.33,-0.85,0.15,18.87,39.05,-13.05
-0.35,-0.86,0.12,16.45,46.34,-7.99
-0.39,-1.3,0.23,5.88,38.7,4.32
-0.4,-0.99,0.22,41.73,52.41,-5.63
-0.3,-0.61,-0.05,38.88,55.74,24.61
-0.22,-1.15,0.17,0.42,49.15,21.1
-0.42,-1.14,0.29,48.86,82.11,10.32
-0.19,-0.86,0.15,49.61,49.06,37.6
0,-0.82,0.06,52.6,77.93,3.38
-0.21,-0.94,0.18,45.04,101.18,-26.25
-0.31,-0.89,0.13,65.32,116.1,-17.16
-0.26,-1.21,0.15,40.67,65.52,-1.13
-0.12,-0.79,0.16,63.64,96.37,-35.58
-0.15,-0.94,0.12,25.05,115.34,-30.1
-0.29,-1.21,0.42,24.99,147.57,-36.83
-0.3,-0.9,0.36,53.22,123.05,-9.48
-0.16,-0.79,0.27,35.67,108.21,2.81
-0.12,-1.09,0.35,33.95,114.92,-22.37
-0.44,-1.02,0.39,40.72,130.05,-24.62
-0.25,-0.88,0.28,42.78,93.1,12.2
-0.07,-0.87,0.25,27.41,111.92,6.47
-0.26,-0.94,0.31,33.06,124.79,-22.39
-0.23,-0.87,0.34,25.76,96.82,-9.05
-0.2,-0.92,0.23,23.1,82.08,-14.68
-0.31,-0.98,0.23,14.46,84.02,-19.35
-0.35,-0.93,0.17,12.72,57.56,3.93
-0.28,-1.07,0.16,21.09,58.2,24.82
-0.22,-1.09,0.06,25.74,50.85,33.63
-0.16,-1.02,0.08,9.52,22.19,24.71
-0.14,-0.86,0,18.32,34.21,21.43
-0.14,-0.96,0.04,6.5,23.47,14.42
-0.19,-0.93,0,23.24,38.05,4.41
-0.21,-0.85,-0.06,8.1,28.36,-1.96
-0.29,-0.87,0.06,-3.84,7.69,-6.52
-0.33,-0.84,0.1,5.78,9.17,-5.8
-0.35,-0.86,0.04,2.79,0.51,-3.47
-0.44,-0.86,0.04,6.56,1.23,-8.03
-0.53,-0.95,0.04,2.12,-12.5,2.6
-0.48,-0.96,0.04,4.62,-11.41,8.22
-0.4,-1.12,0.06,5.17,-3.87,7.75
-0.42,-1.01,0.08,0.07,1.12,2.72
-0.33,-0.85,0.1,1.24,1.08,30.48
-0.19,-1.07,0.14,-3.23,3.43,27.23
-0.23,-0.93,0.14,2.89,12.16,8.07
-0.26,-0.82,0.11,-0.97,1.34,14.44
-0.24,-0.83,0.1,-1.39,-8.72,15.69
-0.27,-0.8,0.05,-4.96,-13.98,2.61
-0.34,-0.85,0.08,-16.57,-21.08,2.84
-0.39,-0.94,0.11,-19.49,-31.38,-2.97
-0.4,-0.89,0.09,-17.71,-41.5,-1.1
-0.35,-0.99,0.08,-26.9,-43.69,-2.87
-0.37,-1.17,0.18,-21.54,-37.18,-10.19
-0.4,-0.72,0.01,-5.49,-40.45,-10.63
-0.28,-0.77,-0.02,-26.88,-46.05,10.46
-0.32,-1.11,0.13,-23.1,-52.17,-4.26
-0.36,-0.85,0.05,1.47,-30.56,-10.36
-0.34,-0.69,-0.06,-8.88,-27.86,-4.98
-0.4,-0.83,0.02,-19.68,-29.29,-12.36
-0.46,-0.85,0.03,-10.68,-30.59,-7.21
-0.41,-0.8,0.02,-6.4,-20.96,-5.82
-0.44,-0.92,0.01,-8.16,-22.17,-10.48
-0.36,-1.17,0.05,-18.94,-45.21,-14.45
-0.37,-1.04,0.11,-7.31,-11.08,-21.19
-0.36,-0.86,0,5.2,-21.6,6.13
-0.15,-0.78,-0.06,-10.4,-29.28,7.41
-0.23,-1.09,0.11,-25.36,-8.02,-0.83
-0.31,-1.07,0.2,-18.17,-36.63,-2.06
-0.24,-0.82,0.1,-10.08,-47.12,8.48
-0.2,-0.82,0.01,-19.52,-54.68,8.17
-0.29,-0.85,0.09,-21.63,-50.82,1.64
-0.3,-0.94,0.06,-30.75,-66.02,3.72
-0.39,-1.02,0.14,-30.85,-59.2,-1.34
-0.38,-0.98,0.08,-29.23,-75.02,10.95
-0.3,-1.15,0.15,-40.17,-75.05,12.05
-0.31,-0.81,0.06,-15.98,-72.01,10.9
-0.2,-0.87,0,-47.73,-97.67,28.87
-0.2,-1.09,0.11,-33.91,-87.02,7.16
-0.3,-0.83,-0.03,-25.26,-64.76,-8.73
-0.35,-0.76,0.05,-37.62,-67.82,-0.47
-0.38,-0.85,0.08,-32.3,-71.15,-2.79
-0.39,-0.86,0.11,-27.53,-63.97,-3.82
-0.43,-0.79,0.05,-15.37,-51.6,-11.55
-0.54,-0.93,0.05,-18.96,-43.18,-9.74
-0.61,-1.05,0.1,-15.04,-52.98,0.51
-0.48,-0.96,0,-13.56,-48.23,13.9
-0.37,-0.94,0.1,-14.6,-26.03,7.8
-0.39,-0.88,0.11,-11.68,-23.09,11.37
-0.27,-0.87,0.08,-8.78,-3.63,19.03
-0.2,-1.04,0.14,-15.78,0.47,7.83
-0.29,-0.95,0.22,-8.49,1.4,-7.84
-0.27,-0.81,0.09,0.14,-17.07,-3.21
-0.22,-0.81,0.06,-9.44,-8.92,-9.9
-0.3,-0.86,0.08,-9.49,-2.33,-23.11
-0.4,-0.89,0.1,-13.52,-4.83,-20.66
-0.5,-1,0.14,-13.84,-6.14,-11.24
-0.47,-1.12,0.12,-18.46,-47.93,4.11
-0.45,-1.06,0.12,-16.74,-42.76,15.32
-0.24,-0.77,0.12,-7.77,-52.05,15.16
-0.23,-0.7,-0.04,-17.98,-51.5,21.54
-0.22,-1.32,0.11,-15.09,-28.62,13.2
-0.26,-0.94,0,3.4,-29.57,-15.69
-0.24,-0.64,-0.12,-5.7,-0.34,-15.99
-0.35,-0.78,0.03,-23.48,-3.24,-19.39
-0.42,-0.89,0.08,-9,-10.72,-15.56
-0.47,-0.79,0.04,-4.55,-16.24,-5.43
-0.46,-0.92,0.03,-3.6,-8.51,-1.64
-0.55,-1.11,0.09,-12.94,-21.21,7.09
-0.43,-1.15,0.13,3.66,-9.6,10.66
-0.41,-0.9,0.08,15.35,1.64,11.52
-0.24,-0.72,-0.02,16.75,26.38,21.39
-0.26,-1.05,0.11,-0.72,61.94,-0.6
-0.44,-1.02,0.29,3.67,40.71,0.48
-0.28,-0.81,0.14,20.41,4.33,23.95
-0.11,-0.76,0.09,8.9,14.03,18.19
-0.25,-0.84,0.12,4.53,21.52,-5.46
-0.29,-0.88,0.1,-1.14,2.44,-2.42
-0.39,-1.04,0.12,-12.28,-12.36,4.72
-0.28,-1.26,0.14,-5.89,-24.46,3.42
-0.29,-0.96,0.15,-2.81,-34.58,-13.71
-0.35,-0.63,-0.03,8.52,-19.06,-0.47
-0.31,-0.98,0.09,-29.82,-51.55,19.68
-0.33,-1.05,0.14,1.19,-55.6,8.1
-0.29,-0.7,-0.12,2.22,-33.55,2.42
-0.31,-0.75,-0.05,-20.35,-16.93,-6.61
-0.46,-0.86,0.05,-12.98,-12.28,-13.3
-0.52,-0.82,0.02,-5.84,-16.54,-0.09
-0.43,-0.93,0.04,-6.07,-1.69,1.48
-0.5,-1.13,0.07,-9.83,-8.42,-2.06
-0.46,-1,0.1,0.71,-8.05,0.06
-0.44,-0.8,0.05,-1.95,-16.59,11.69
-0.25,-0.86,0.03,-8.71,-15.71,18.88
-0.31,-1.08,0.12,-15.07,15.18,-2.73
-0.36,-0.96,0.19,-2.04,-21.76,8.01
-0.21,-0.8,0.03,-4.2,-33.73,12.74
-0.18,-0.84,0.03,-19.05,-35.56,1.26
-0.27,-0.85,0.06,-21.25,-37.46,-13.32
-0.36,-1.01,0.06,-35.67,-46.04,-13.02
-0.33,-1.02,0.03,-38.9,-58.44,-10.44
-0.25,-1.11,0.05,-59.65,-97.58,4.84
-0.14,-0.93,0.16,-39.85,-93.19,-12.31
-0.35,-1,0.01,-37.68,-95.09,-14.52
-0.35,-0.91,0.06,-36.83,-93.98,-10.68
-0.3,-0.71,0,-31.12,-86.82,-16.18
-0.42,-0.8,0.1,-36.49,-70.12,-14.87
-0.5,-0.92,0.11,-22.2,-74.47,-6.83
-0.45,-0.84,0,-3.62,-56.44,-6.79
-0.51,-0.87,-0.08,3.32,-30.8,-5.7
-0.5,-1.1,-0.08,-12.58,-65.4,2.67
-0.39,-1.08,0.13,-30.36,-42.47,-1.7
-0.37,-0.85,0.2,-3.33,-21.49,-2.35
-0.3,-0.78,0.06,-1.54,-14.53,9.14
-0.26,-1.09,0.18,-20.45,7.73,3.99
-0.39,-0.93,0.28,1.87,8.16,-0.77
-0.35,-0.8,0.08,7.16,-23.88,19.61
-0.25,-0.82,0.03,-4.74,-31,25.43
-0.21,-0.86,0.06,-9.9,-20.95,13.43
